accession,annotation_type,lab.title,status,date_released,assembly,encyclopedia_version,description
ENCSR998NGX,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1643.1 in GM12878
ENCSR280ZQF,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1641.1 in GM12878
ENCSR484GAB,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1638.1 in GM12878
ENCSR606QFN,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1637.1 in GM12878
ENCSR953SNS,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1634.1 in GM12878
ENCSR996OIZ,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1633.1 in GM12878
ENCSR676DAA,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1632.1 in GM12878
ENCSR121WWG,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1630.1 in GM12878
ENCSR532OJQ,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1629.1 in GM12878
ENCSR567WAG,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1628.1 in GM12878
ENCSR045MYZ,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1627.1 in GM12878
ENCSR685WDA,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1625.1 in GM12878
ENCSR574ULZ,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1624.1 in GM12878
ENCSR228OJN,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1623.1 in GM12878
ENCSR280GBY,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1622.1 in GM12878
ENCSR239COU,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1621.1 in GM12878
ENCSR002CPO,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1618.1 in GM12878
ENCSR558SKA,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1616.1 in GM12878
ENCSR819ENJ,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1615.1 in GM12878
ENCSR058QEE,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1608.1 in GM12878
ENCSR302ORW,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1604.1 in GM12878
ENCSR353NXG,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1603.1 in GM12878
ENCSR915ZUP,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1602.1 in GM12878
ENCSR497XQC,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1601.1 in GM12878
ENCSR537MBD,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1600.1 in GM12878
ENCSR803OQN,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1599.1 in GM12878
ENCSR228LSY,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1597.1 in GM12878
ENCSR433FJL,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1596.1 in GM12878
ENCSR374DQI,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1594.1 in GM12878
ENCSR299PMJ,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1593.1 in GM12878
ENCSR410WZF,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1592.1 in GM12878
ENCSR906JIJ,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1589.1 in GM12878
ENCSR800NWK,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1588.1 in GM12878
ENCSR485MNZ,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1587.1 in GM12878
ENCSR383MIY,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1585.1 in GM12878
ENCSR251WYL,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1584.1 in GM12878
ENCSR096RZU,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1583.1 in GM12878
ENCSR739DDF,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1581.1 in GM12878
ENCSR514LCC,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1580.1 in GM12878
ENCSR277HMW,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1579.1 in GM12878
ENCSR535OHA,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1578.1 in GM12878
ENCSR515YUJ,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1577.1 in GM12878
ENCSR101TVH,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1574.1 in GM12878
ENCSR845MRD,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1573.1 in GM12878
ENCSR208CWV,footprints,"Alan Boyle, University of Michigan",released,2022-12-13,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1572.1 in GM12878
ENCSR858EER,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1571.1 in GM12878
ENCSR494MZY,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1569.1 in GM12878
ENCSR513TYA,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1567.1 in GM12878
ENCSR260CHQ,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1566.1 in GM12878
ENCSR605MNT,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1565.1 in GM12878
ENCSR333OVR,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1564.1 in GM12878
ENCSR731FGL,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1563.1 in GM12878
ENCSR015IWW,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1562.1 in GM12878
ENCSR720FQT,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1561.1 in GM12878
ENCSR962TVQ,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1560.1 in GM12878
ENCSR791UPS,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1559.1 in GM12878
ENCSR832KFP,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1558.1 in GM12878
ENCSR524KDN,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1557.1 in GM12878
ENCSR158JJH,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1554.1 in GM12878
ENCSR277WRW,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1550.1 in GM12878
ENCSR853YPM,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1548.1 in GM12878
ENCSR624WQU,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1547.1 in GM12878
ENCSR349ZIX,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1545.1 in GM12878
ENCSR860CHP,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1544.1 in GM12878
ENCSR173RIV,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1542.1 in GM12878
ENCSR988DCK,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1541.1 in GM12878
ENCSR550JIR,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1540.1 in GM12878
ENCSR841BJK,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1535.1 in GM12878
ENCSR980GWX,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1534.1 in GM12878
ENCSR878YRD,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1533.1 in GM12878
ENCSR957MWW,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1532.1 in GM12878
ENCSR793QGF,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1531.1 in GM12878
ENCSR916VAK,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1530.1 in GM12878
ENCSR492UJV,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1529.1 in GM12878
ENCSR243JVH,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1525.1 in GM12878
ENCSR999SVI,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1524.1 in GM12878
ENCSR163TUN,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1522.1 in GM12878
ENCSR523DMA,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1521.1 in GM12878
ENCSR984RPV,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1520.1 in GM12878
ENCSR788VUE,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1519.1 in GM12878
ENCSR811OKC,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1517.1 in GM12878
ENCSR555WYJ,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1516.1 in GM12878
ENCSR188MVH,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1515.1 in GM12878
ENCSR550GLR,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1514.1 in GM12878
ENCSR127CWB,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1513.1 in GM12878
ENCSR469SGG,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1512.1 in GM12878
ENCSR384WOP,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1511.1 in GM12878
ENCSR874BZI,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA1509.1 in GM12878
